CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,Total_SessionMinutes,Ticket_Count,Avg_Satisfaction,Cluster,Segment,Retention_Recommendation
C1025,Diya Singh Labs,262.68,5.0,70.0,34.0,33541.0,5612.8,4.0,4.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1026,Vivaan Singh Solutions,698.6,6.0,62.0,35.0,6120.0,1204.1,1.0,4.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1027,Vihaan Bose Group,778.44,8.0,18.0,10.0,2758.0,918.7,2.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1028,Ananya Gupta Solutions,294.52,7.0,206.0,123.0,14811.0,3007.7,4.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1029,Sai Khan Technologies,698.6,6.0,81.0,35.0,14593.0,3177.8,6.0,6.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1030,Rohan Bose Solutions,2458.36,9.0,396.0,231.0,16297.0,5676.0,2.0,6.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1031,Isha Khan Technologies,294.52,7.0,0.0,0.0,0.0,0.0,3.0,6.666666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1032,Naveen Menon Industries,60.76,4.0,0.0,0.0,0.0,0.0,5.0,4.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1033,Arun Sharma Industries,342.28,10.0,146.0,93.0,18744.0,3730.3,5.0,5.4,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1034,Sneha Rao Industries,2578.28,10.0,0.0,0.0,0.0,0.0,3.0,4.666666666666667,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1035,Arjun Gupta Industries,1978.68,5.0,171.0,97.0,28076.0,5400.6,7.0,5.571428571428571,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1036,Krishna Sharma Solutions,80.36,9.0,168.0,102.0,31827.0,3956.6,6.0,5.833333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1037,Diya Das Industries,1978.68,5.0,42.0,23.0,6623.0,1911.7,3.0,5.666666666666667,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1038,Sneha Menon Industries,246.76,4.0,71.0,38.0,9156.0,1877.9,4.0,4.25,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1039,Arjun Iyer Systems,76.44,8.0,83.0,42.0,27844.0,5371.4,2.0,6.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1040,Reyansh Nair Labs,326.36,9.0,92.0,50.0,17865.0,2545.6,4.0,5.75,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1041,Sanjay Khan Systems,437.8,16.0,111.0,56.0,17426.0,3163.5,2.0,5.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1042,Meera Iyer Industries,60.76,4.0,311.0,183.0,33162.0,5197.9,3.0,6.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1043,Aadhya Khan Systems,698.6,6.0,173.0,99.0,13399.0,3300.2,2.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1044,Krishna Bose Solutions,246.76,4.0,78.0,41.0,4675.0,1085.2,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1045,Kavya Verma Solutions,2578.28,10.0,61.0,30.0,14787.0,1688.4,5.0,6.4,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1046,Tara Patel Industries,294.52,3.0,35.0,10.0,12343.0,2652.6,6.0,5.833333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1047,Rohan Das Technologies,80.36,9.0,140.0,72.0,7995.0,1636.1999999999998,1.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1048,Aman Singh Labs,658.68,5.0,62.0,29.0,28335.0,3478.9,3.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1049,Farhan Gupta Labs,4676.88,16.0,32.0,18.0,5258.0,685.9000000000001,7.0,6.714285714285714,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1050,Arun Khan Solutions,1825.3600000000001,10.0,101.0,51.0,7638.0,2242.5,3.0,6.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1051,Priya Gupta Labs,262.68,5.0,92.0,52.0,4768.0,1286.3,5.0,7.2,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1052,Aadhya Reddy Labs,390.04,13.0,92.0,59.0,10723.0,2131.9,4.0,5.25,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1053,Sanjay Joshi Group,310.44,8.0,84.0,43.0,8093.0,2017.3999999999999,2.0,6.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1054,Arjun Bose Group,818.36,9.0,14.0,9.0,4910.0,824.9,3.0,5.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1055,Arun Rao Technologies,68.6,6.0,134.0,64.0,20493.0,2621.9,3.0,6.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1056,Kavya Rao Systems,658.68,5.0,14.0,6.0,14097.0,1681.6999999999998,4.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1057,Reyansh Joshi Industries,76.44,8.0,260.0,136.0,14388.0,3077.1,1.0,9.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1058,Riya Das Labs,64.68,5.0,45.0,23.0,4003.0,724.0,1.0,9.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1059,Myra Verma Labs,658.68,5.0,113.0,71.0,4999.0,1587.3,2.0,6.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1060,Aarav Reddy Systems,80.36,9.0,385.0,224.0,31791.0,4374.7,2.0,5.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1061,Isha Gupta Group,310.44,8.0,266.0,158.0,16514.0,5155.2,2.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1062,Kavya Das Solutions,358.2,11.0,6.0,2.0,2946.0,438.0,2.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1063,Rahul Menon Systems,56.84,3.0,52.0,25.0,12377.0,1460.6,4.0,4.75,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1064,Riya Sharma Technologies,68.6,6.0,88.0,39.0,16026.0,2546.0,1.0,8.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1065,Priya Verma Systems,898.2,11.0,90.0,47.0,19830.0,4097.7,4.0,6.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1066,Ishaan Reddy Solutions,88.2,11.0,32.0,16.0,8966.0,1407.7,3.0,3.3333333333333335,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1067,Tara Khan Group,326.36,9.0,139.0,83.0,23539.0,2360.9,6.0,5.833333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1068,Ananya Gupta Industries,262.68,5.0,5.0,1.0,1291.0,625.5999999999999,2.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1069,Aadhya Joshi Systems,80.36,9.0,262.0,141.0,17132.0,4548.9,2.0,7.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1070,Kiara Das Solutions,64.68,5.0,0.0,0.0,0.0,0.0,3.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1071,Arjun Patel Labs,326.36,9.0,82.0,41.0,7361.0,969.3,4.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1072,Rohan Gupta Technologies,278.6,6.0,368.0,211.0,45924.0,4879.2,8.0,5.75,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1073,Vivaan Menon Group,84.28,10.0,150.0,86.0,29996.0,4698.9,4.0,3.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1074,Priya Khan Group,294.52,7.0,22.0,12.0,3339.0,647.0,5.0,4.4,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1075,Ishaan Khan Industries,738.52,7.0,39.0,22.0,12737.0,2030.6,5.0,6.6,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1076,Arun Khan Labs,2542.6400000000003,19.0,97.0,46.0,3740.0,1196.6,3.0,4.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1077,Krishna Nair Industries,80.36,9.0,64.0,35.0,21829.0,2317.6,4.0,7.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1078,Rohan Patel Group,76.44,8.0,32.0,13.0,12136.0,2280.5,8.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1079,Arun Rao Industries,778.44,8.0,73.0,43.0,8715.0,1308.6,5.0,7.2,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1080,Rohan Sharma Group,310.44,8.0,29.0,14.0,11010.0,1817.1999999999998,2.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1081,Ananya Nair Group,64.68,5.0,21.0,8.0,6779.0,2164.7,3.0,6.666666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1082,Aadhya Nair Systems,294.52,7.0,92.0,41.0,8629.0,1994.1,6.0,4.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1083,Deepak Das Group,80.36,9.0,63.0,31.0,21976.0,2616.3,1.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1084,Meera Patel Industries,294.52,7.0,0.0,0.0,0.0,0.0,5.0,6.6,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1085,Aditya Reddy Group,618.76,4.0,109.0,60.0,5745.0,1269.1000000000001,2.0,8.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1086,Karthik Sharma Systems,818.36,9.0,46.0,21.0,24023.0,5188.8,2.0,2.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1087,Diya Iyer Labs,60.76,4.0,10.0,6.0,4931.0,369.0,4.0,5.75,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1088,Reyansh Das Technologies,310.44,8.0,65.0,31.0,25835.0,4372.1,3.0,6.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1089,Reyansh Bose Solutions,294.52,9.0,22.0,9.0,9825.0,2563.9,4.0,7.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1090,Aarav Menon Group,326.36,9.0,9.0,4.0,2140.0,551.8,3.0,6.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1091,Myra Nair Solutions,618.76,4.0,13.0,6.0,1649.0,739.0999999999999,3.0,1.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1092,Aman Sharma Solutions,68.6,6.0,7.0,2.0,3097.0,221.8,2.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1093,Aarav Joshi Technologies,658.68,5.0,263.0,159.0,32589.0,5688.2,5.0,5.4,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1094,Isha Nair Solutions,1858.76,4.0,377.0,206.0,34990.0,5469.5,2.0,5.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1095,Aarav Das Industries,72.52,7.0,170.0,92.0,25465.0,5224.7,2.0,2.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1096,Deepak Gupta Labs,310.44,8.0,151.0,75.0,14710.0,2549.2,5.0,6.4,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1097,Diya Gupta Industries,68.6,6.0,4.0,2.0,142.0,350.7,5.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1098,Myra Nair Systems,818.36,9.0,78.0,38.0,10967.0,2559.7,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1099,Ishaan Patel Group,88.2,11.0,69.0,33.0,9438.0,1938.2,3.0,6.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1100,Priya Gupta Solutions,2098.6,6.0,99.0,50.0,4439.0,1477.6,2.0,4.5,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1101,Zoya Bose Industries,294.52,7.0,166.0,86.0,20407.0,5621.4,2.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1102,Deepak Iyer Solutions,2218.52,7.0,329.0,181.0,27520.0,5287.599999999999,2.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1103,Pooja Menon Group,3057.96,14.0,205.0,127.0,19629.0,4535.4,2.0,5.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1104,Farhan Iyer Group,72.52,7.0,14.0,6.0,3179.0,731.8,1.0,2.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1105,Riya Gupta Labs,698.6,6.0,218.0,120.0,40850.0,6135.1,2.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1106,Ananya Singh Group,199.0,1.0,19.0,11.0,5248.0,1062.8000000000002,3.0,4.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1107,Isha Nair Technologies,64.68,5.0,131.0,68.0,9557.0,1669.5,4.0,4.75,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1108,Saanvi Joshi Systems,68.6,6.0,319.0,195.0,14818.0,5954.4,2.0,8.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1109,Kiara Verma Industries,262.68,5.0,397.0,218.0,22170.0,5452.4,6.0,6.166666666666667,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1110,Tara Sharma Solutions,294.52,7.0,70.0,37.0,7955.0,1803.8,1.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1111,Priya Khan Industries,658.68,5.0,97.0,57.0,13354.0,2055.6,6.0,5.166666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1112,Aarav Singh Labs,72.52,7.0,197.0,115.0,12639.0,2097.6,7.0,6.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1113,Riya Iyer Technologies,2578.28,10.0,75.0,58.0,5941.0,898.3,5.0,5.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1114,Aadhya Das Industries,80.36,9.0,43.0,27.0,7252.0,711.9,2.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1115,Rahul Rao Labs,88.2,11.0,32.0,11.0,4271.0,925.6999999999999,5.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1116,Isha Gupta Group,80.36,9.0,3.0,2.0,1626.0,206.0,5.0,5.2,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1117,Arun Gupta Labs,738.52,7.0,21.0,15.0,1511.0,839.0999999999999,3.0,4.666666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1118,Ishaan Reddy Group,278.6,6.0,25.0,9.0,2732.0,1294.8,1.0,2.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1119,Deepak Verma Systems,72.52,7.0,143.0,78.0,31571.0,4465.8,3.0,7.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1120,Pooja Rao Solutions,310.44,8.0,53.0,31.0,6893.0,2091.4,2.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1121,Ishaan Singh Group,1858.76,4.0,361.0,190.0,16589.0,5596.4,3.0,6.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1122,Aarav Gupta Technologies,310.44,8.0,51.0,26.0,11495.0,1316.7,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1123,Vihaan Joshi Solutions,92.12,12.0,103.0,64.0,8648.0,2245.8,5.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1124,Krishna Sharma Systems,278.6,6.0,27.0,16.0,5295.0,1553.3,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1125,Kiara Verma Systems,88.2,11.0,171.0,97.0,12809.0,1938.2,5.0,5.6,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1126,Sneha Iyer Group,96.04,13.0,198.0,131.0,18920.0,4027.4,4.0,5.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1127,Divya Gupta Labs,278.6,6.0,173.0,91.0,17903.0,2411.2,6.0,4.166666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1128,Sneha Rao Industries,88.2,11.0,325.0,187.0,29390.0,3862.2,2.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1129,Farhan Reddy Labs,858.28,10.0,57.0,32.0,3842.0,1717.3,3.0,6.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1130,Nikita Iyer Technologies,80.36,9.0,181.0,108.0,18465.0,2618.8,3.0,8.333333333333334,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1131,Aditya Menon Industries,525.36,10.0,129.0,65.0,23099.0,4145.5,4.0,4.75,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1132,Sneha Khan Solutions,775.04,14.0,37.0,14.0,9322.0,2167.1,0.0,0.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1133,Divya Nair Solutions,80.36,9.0,0.0,0.0,0.0,0.0,1.0,8.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1134,Tara Reddy Industries,56.84,3.0,453.0,232.0,31979.0,5905.8,6.0,5.666666666666667,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1135,Nikita Menon Solutions,246.76,4.0,159.0,95.0,18102.0,3275.8,3.0,4.666666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1136,Deepak Bose Group,294.52,7.0,47.0,25.0,12966.0,2207.4,0.0,0.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1137,Arun Verma Labs,342.28,10.0,110.0,62.0,8261.0,1366.6,6.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1138,Meera Sharma Labs,84.28,10.0,50.0,25.0,3912.0,601.3000000000001,5.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1139,Arjun Menon Group,68.6,6.0,211.0,108.0,33461.0,4953.2,4.0,5.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1140,Aarav Nair Systems,278.6,6.0,36.0,15.0,1991.0,781.7,7.0,5.285714285714286,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1141,Ananya Joshi Industries,278.6,6.0,136.0,71.0,28450.0,6789.9,4.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1142,Kavya Reddy Technologies,326.36,9.0,270.0,151.0,27711.0,5823.3,4.0,6.75,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1143,Reyansh Menon Solutions,88.2,11.0,98.0,52.0,10005.0,2354.3,4.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1144,Aditya Sharma Technologies,2698.2,11.0,216.0,131.0,22209.0,3397.3,3.0,5.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
